loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisD[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), amperageLatest (A), BaroAlt (cm), rssi, gyroADC[0] (deg/s), gyroADC[1] (deg/s), gyroADC[2] (deg/s), accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
195, 45167855,  -3,   1,   1,   0,   0,   0,  -1,   2,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 1.00, -1.00, 1.00,  68, 112, 1867, 155, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
196, 45168863,  -2,   1,   1,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, -1.00, 1.00,  68, 112, 1868, 151, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
197, 45169873,  -2,   1,   1,   0,   0,   0,   1,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, -1.00, 1.00,  68, 112, 1868, 147, 137, 138, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
198, 45170880,  -2,   0,   1,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 1.00,  68, 112, 1868, 143, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
199, 45171887,  -1,   0,   1,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, -1.00, 1.00,  68, 112, 1868, 141, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
200, 45172895,  -1,   0,   1,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 1.00,  68, 112, 1868, 140, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
201, 45174092,  -1,   0,   2,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  68, 112, 1867, 141, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
202, 45175297,  -1,   0,   3,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  68, 113, 1867, 141, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
203, 45176337,  -1,   0,   3,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  69, 113, 1867, 141, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
204, 45177356,  -1,   0,   4,   0,   0,   0,   1,  -2,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  69, 114, 1866, 140, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
205, 45178368,   0,   0,   4,   0,   0,   0,   1,  -2,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, -1.00,  68, 114, 1864, 141, 137, 137, 152, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
206, 45179375,   0,   0,   4,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, -1.00, 0.00, -1.00,  68, 115, 1864, 141, 137, 137, 153, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
207, 45180381,   0,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 1.00, -1.00,  68, 115, 1863, 142, 137, 137, 152, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
208, 45181389,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, -1.00, 0.00, -1.00,  68, 116, 1862, 144, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
209, 45182401,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, -1.00,  67, 116, 1862, 146, 137, 137, 150, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
210, 45183425,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, -1.00,  67, 117, 1861, 148, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
211, 45184451,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, -1.00,  67, 116, 1860, 148, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
212, 45185464,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, -1.00,  66, 117, 1860, 149, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
213, 45186476,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  65, 117, 1860, 150, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
214, 45187489,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  65, 118, 1860, 150, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
215, 45188501,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  64, 117, 1860, 150, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
216, 45189514,  -1,   0,   3,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  64, 117, 1860, 151, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
217, 45190523,  -1,   0,   3,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  63, 118, 1860, 151, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
218, 45191538,  -1,   0,   2,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  62, 119, 1860, 152, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
219, 45192558,  -1,   0,   2,   0,   0,   0,   0,   2,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  62, 119, 1861, 152, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
220, 45193579,  -1,   0,   2,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 1.00,  62, 119, 1861, 150, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
221, 45194592,  -1,   0,   1,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, -1.00, 1.00,  62, 120, 1861, 149, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
222, 45195602,  -1,   0,   1,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 1.00,  61, 120, 1862, 147, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
223, 45196617,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  61, 120, 1863, 148, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
256, 45197629,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  61, 121, 1863, 147, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
257, 45198816,  -1,   0,   2,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  61, 121, 1863, 145, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
258, 45200013,  -1,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  61, 121, 1863, 143, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
259, 45201032,   0,   0,   3,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 15, 511, 0.00, 0.00, 0.00,  61, 122, 1863, 140, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
260, 45202051,   0,   0,   3,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  61, 122, 1863, 139, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
261, 45203082,   0,   0,   3,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  61, 122, 1864, 140, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
262, 45204102,   0,   0,   3,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  62, 122, 1864, 142, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
263, 45205114,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  62, 122, 1864, 144, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
264, 45206121,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, -1.00,  63, 123, 1864, 145, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
265, 45207133,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, -1.00,  63, 123, 1864, 146, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
266, 45208144,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, -1.00,  63, 123, 1864, 148, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
267, 45209155,  -1,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, -1.00,  63, 124, 1864, 150, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
268, 45210176,  -1,   0,   5,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, -1.00,  63, 125, 1865, 152, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
269, 45211195,  -1,   0,   5,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, -1.00,  64, 125, 1865, 153, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
270, 45212207,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, -1.00,  64, 125, 1865, 152, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
271, 45213214,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, -1.00,  64, 125, 1866, 150, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
272, 45214221,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  63, 126, 1867, 150, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
273, 45215227,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  64, 125, 1867, 148, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
274, 45216240,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  64, 125, 1868, 146, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
275, 45217252,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  63, 125, 1868, 145, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
276, 45218265,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  63, 126, 1869, 146, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
277, 45219288,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  63, 126, 1870, 142, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
278, 45220303,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  63, 126, 1870, 143, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
279, 45221319,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 1.00,  63, 126, 1870, 143, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
280, 45222328,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  62, 127, 1870, 144, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
281, 45223512,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  63, 127, 1870, 144, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
282, 45224709,   0,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  63, 127, 1870, 145, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
283, 45225717,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  62, 127, 1870, 148, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
284, 45226725,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 18, 511, 0.00, 0.00, 0.00,  63, 127, 1869, 146, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
285, 45227739,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, 0.00,  63, 126, 1869, 145, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
286, 45228758,   0,   0,   3,   0,   0,   0,   1,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, -1.00, 0.00, 0.00,  62, 126, 1869, 142, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
287, 45229772,   0,   0,   3,   0,   0,   0,   1,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, -1.00, 0.00, 0.00,  62, 125, 1868, 144, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
320, 45230778,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, -1.00, 0.00, 0.00,  62, 125, 1868, 144, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
321, 45231791,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, -1.00, 0.00, -1.00,  62, 125, 1867, 143, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
322, 45232801,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, 0.00,  62, 124, 1867, 147, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
323, 45233811,   0,   0,   4,   0,   0,   0,  -1,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, -1.00,  62, 124, 1867, 149, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
324, 45234825,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, -1.00,  62, 124, 1867, 151, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
325, 45235836,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, -1.00,  62, 124, 1867, 152, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
326, 45236854,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, -1.00,  62, 124, 1867, 154, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
327, 45237868,  -1,   0,   4,   0,   0,   0,  -1,   1,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, -1.00,  62, 125, 1867, 156, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
328, 45238883,  -1,   0,   4,   0,   0,   0,  -1,   1,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, -1.00,  61, 125, 1867, 155, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
329, 45239891,  -1,   0,   4,   0,   0,   0,   0,   1,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, -1.00,  61, 125, 1867, 155, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
330, 45240905,  -1,   0,   4,   0,   0,   0,   0,   1,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, 0.00,  61, 124, 1867, 153, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
331, 45241911,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, 0.00,  61, 124, 1868, 149, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
332, 45242917,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, 0.00,  61, 124, 1868, 147, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
333, 45243923,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, 0.00,  61, 124, 1868, 144, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
334, 45244933,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.650, 20, 511, 0.00, 0.00, 0.00,  61, 124, 1868, 143, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
335, 45245952,  -1,   0,   3,   0,   0,   0,   0,  -1,   0,  -1,   0,   4, 1000, 1.453, 1.700, 20, 511, 0.00, 0.00, 0.00,  61, 124, 1867, 142, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
336, 45247148,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 20, 511, 0.00, 0.00, 0.00,  60, 124, 1867, 143, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
337, 45248347,   0,   0,   3,   0,   0,   0,   1,  -1,   0,  -1,   0,   4, 1000, 1.453, 1.700, 20, 511, 0.00, 0.00, 0.00,  60, 124, 1867, 141, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
338, 45249354,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 20, 511, 0.00, 0.00, 0.00,  60, 124, 1866, 141, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
339, 45250368,   0,   0,   3,   0,   0,   0,   1,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 20, 511, -1.00, 0.00, 0.00,  60, 124, 1865, 139, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
340, 45251374,   0,   0,   2,   0,   0,   0,   1,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 20, 511, -1.00, 0.00, 0.00,  60, 124, 1864, 141, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
341, 45252383,   0,   0,   2,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, -1.00, 0.00, 0.00,  60, 124, 1864, 141, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
342, 45253401,   0,   0,   2,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, -1.00, 0.00, 0.00,  60, 124, 1864, 142, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
343, 45254414,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, -1.00, 0.00, 0.00,  60, 125, 1863, 144, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
344, 45255425,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, -1.00, 0.00, 0.00,  60, 124, 1863, 145, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
345, 45256441,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, 0.00, 0.00, 0.00,  59, 124, 1863, 148, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
346, 45257448,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, 0.00, 0.00, 0.00,  59, 124, 1863, 148, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
347, 45258456,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, 0.00, 0.00, -1.00,  59, 124, 1862, 149, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
348, 45259472,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, 0.00, 0.00, -1.00,  59, 123, 1862, 151, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
349, 45260480,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, 0.00, 0.00, -1.00,  58, 122, 1862, 151, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
350, 45261499,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, 0.00, 0.00, -1.00,  58, 122, 1862, 151, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
351, 45262500,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, 0.00, 0.00, 0.00,  57, 122, 1863, 151, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
384, 45263516,  -1,   0,   4,   0,   0,   0,   0,   1,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, 0.00, 0.00, 0.00,  57, 122, 1863, 154, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
385, 45264537,  -1,   0,   3,   0,   0,   0,   0,   1,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, 0.00, -1.00, 0.00,  58, 122, 1863, 154, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
386, 45265551,  -1,   1,   3,   0,   0,   0,   0,   1,   0,  -1,   0,   4, 1000, 1.453, 1.700, 21, 511, 0.00, -1.00, 0.00,  57, 122, 1864, 155, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
387, 45266556,  -1,   1,   3,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 21, 511, 0.00, -1.00, 0.00,  57, 122, 1864, 155, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
388, 45267568,  -1,   1,   3,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 21, 511, 0.00, -1.00, 0.00,  57, 123, 1865, 154, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
389, 45268574,  -1,   1,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 21, 511, 0.00, -1.00, 0.00,  58, 123, 1865, 152, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
390, 45269582,  -1,   1,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 21, 511, 0.00, -1.00, 0.00,  58, 123, 1865, 151, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
